Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,13505.000000,13529.000000,13495.000000,13512.000000,13512.000000,0
2017-01-03,13505.000000,13505.000000,13318.000000,13506.000000,13506.000000,0
2017-01-04,13449.000000,13472.000000,13338.000000,13443.000000,13443.000000,0
2017-01-05,13347.000000,13380.000000,13278.000000,13348.000000,13348.000000,0
2017-01-06,13319.000000,13391.000000,13310.000000,13319.000000,13319.000000,0
2017-01-09,13351.000000,13385.000000,13281.000000,13351.000000,13351.000000,0
2017-01-10,13315.000000,13336.000000,13264.500000,13314.000000,13314.000000,0
2017-01-11,13290.000000,13353.000000,13271.000000,13291.000000,13291.000000,0
2017-01-12,13240.000000,13295.000000,13230.000000,13241.000000,13241.000000,0
2017-01-13,13263.000000,13353.000000,13258.000000,13258.000000,13258.000000,0
2017-01-16,13312.000000,13367.000000,13312.000000,13313.000000,13313.000000,0
2017-01-17,13349.000000,13370.000000,13296.000000,13349.000000,13349.000000,0
2017-01-18,13311.000000,13363.000000,13309.000000,13296.000000,13296.000000,0
2017-01-19,13370.000000,13404.000000,13349.000000,13370.000000,13370.000000,0
2017-01-20,13399.000000,13438.000000,13356.000000,13378.000000,13378.000000,0
2017-01-23,13406.000000,13406.000000,13336.000000,13406.000000,13406.000000,0
2017-01-24,13346.000000,13352.000000,13286.000000,13345.000000,13345.000000,0
2017-01-25,13345.000000,13350.000000,13310.000000,13342.000000,13342.000000,0
2017-01-26,13316.000000,13388.000000,13293.000000,13316.000000,13316.000000,0
2017-01-27,13385.000000,13388.000000,13331.000000,13387.000000,13387.000000,0
2017-01-30,13324.000000,13355.000000,13308.000000,13326.000000,13326.000000,0
2017-01-31,13337.000000,13370.000000,13318.000000,13338.000000,13338.000000,0
2017-02-01,13345.000000,13411.000000,13339.000000,13345.000000,13345.000000,0
2017-02-02,13366.000000,13380.000000,13303.000000,13360.000000,13360.000000,0
2017-02-03,13346.000000,13365.000000,13299.000000,13346.000000,13346.000000,0
2017-02-06,13338.000000,13338.000000,13286.000000,13338.000000,13338.000000,0
2017-02-07,13319.000000,13338.000000,13296.000000,13326.000000,13326.000000,0
2017-02-08,13324.000000,13341.000000,13285.000000,13310.000000,13310.000000,0
2017-02-09,13303.000000,13313.000000,13249.000000,13302.000000,13302.000000,0
2017-02-10,13287.000000,13321.000000,13266.000000,13288.000000,13288.000000,0
2017-02-13,13333.000000,13341.000000,13308.000000,13335.000000,13335.000000,0
2017-02-14,13322.000000,13347.500000,13301.000000,13323.000000,13323.000000,0
2017-02-15,13320.000000,13340.000000,13300.000000,13321.000000,13321.000000,0
2017-02-16,13316.000000,13336.000000,13308.000000,13316.000000,13316.000000,0
2017-02-17,13320.000000,13362.500000,13320.000000,13321.000000,13321.000000,0
2017-02-20,13347.000000,13361.000000,13326.000000,13350.000000,13350.000000,0
2017-02-21,13356.000000,13376.000000,13347.000000,13347.000000,13347.000000,0
2017-02-22,13356.000000,13369.000000,13335.000000,13358.000000,13358.000000,0
2017-02-23,13338.000000,13364.000000,13302.000000,13338.000000,13338.000000,0
2017-02-24,13325.000000,13351.000000,13303.000000,13325.000000,13325.000000,0
2017-02-27,13324.000000,13359.500000,13324.000000,13324.000000,13324.000000,0
2017-02-28,13340.000000,13351.000000,13319.000000,13339.000000,13339.000000,0
2017-03-01,13393.000000,13401.000000,13332.000000,13391.000000,13391.000000,0
2017-03-02,13393.000000,13393.000000,13341.500000,13392.000000,13392.000000,0
2017-03-03,13372.000000,13390.000000,13352.000000,13373.000000,13373.000000,0
2017-03-06,13275.000000,13370.000000,13270.000000,13278.000000,13278.000000,0
2017-03-07,13342.000000,13354.000000,13323.000000,13342.000000,13342.000000,0
2017-03-08,13342.000000,13412.000000,13320.000000,13336.000000,13336.000000,0
2017-03-09,13368.000000,13407.000000,13358.000000,13368.000000,13368.000000,0
2017-03-10,13406.000000,13406.000000,13341.000000,13403.000000,13403.000000,0
2017-03-13,13346.000000,13362.000000,13337.000000,13346.000000,13346.000000,0
2017-03-14,13370.000000,13380.000000,13347.000000,13372.000000,13372.000000,0
2017-03-15,13389.000000,13389.000000,13349.000000,13390.000000,13390.000000,0
2017-03-16,13224.000000,13358.000000,13221.000000,13217.000000,13217.000000,0
2017-03-17,13283.000000,13355.000000,13283.000000,13283.000000,13283.000000,0
2017-03-20,13329.000000,13338.000000,13286.000000,13330.000000,13330.000000,0
2017-03-21,13332.000000,13332.000000,13290.000000,13332.000000,13332.000000,0
2017-03-22,13309.000000,13348.000000,13308.000000,13308.000000,13308.000000,0
2017-03-23,13323.000000,13335.500000,13306.000000,13327.000000,13327.000000,0
2017-03-24,13319.000000,13332.000000,13288.000000,13318.000000,13318.000000,0
2017-03-27,13320.000000,13320.000000,13279.000000,13320.000000,13320.000000,0
2017-03-28,13307.000000,13317.000000,13292.000000,13308.000000,13308.000000,0
2017-03-29,13308.000000,13324.000000,13294.000000,13309.000000,13309.000000,0
2017-03-30,13301.000000,13325.000000,13291.000000,13303.000000,13303.000000,0
2017-03-31,13298.000000,13325.000000,13298.000000,13299.000000,13299.000000,0
2017-04-03,13332.000000,13332.000000,13302.000000,13335.000000,13335.000000,0
2017-04-04,13315.000000,13346.000000,13306.000000,13316.000000,13316.000000,0
2017-04-05,13331.000000,13336.000000,13315.000000,13332.000000,13332.000000,0
2017-04-06,13317.000000,13341.000000,13306.000000,13323.000000,13323.000000,0
2017-04-07,13352.000000,13358.000000,13300.000000,13353.000000,13353.000000,0
2017-04-10,13371.000000,13377.000000,13238.000000,13373.000000,13373.000000,0
2017-04-11,13270.000000,13309.000000,13253.000000,13271.000000,13271.000000,0
2017-04-12,13293.000000,13304.000000,13257.000000,13291.000000,13291.000000,0
2017-04-13,13278.000000,13278.000000,13238.000000,13277.000000,13277.000000,0
2017-04-14,13273.000000,13296.000000,13238.000000,13276.000000,13276.000000,0
2017-04-17,13284.000000,13291.000000,13249.000000,13287.000000,13287.000000,0
2017-04-18,13279.000000,13305.000000,13278.000000,13279.000000,13279.000000,0
2017-04-19,13294.000000,13339.000000,13282.000000,13296.000000,13296.000000,0
2017-04-20,13342.000000,13344.000000,13301.000000,13343.000000,13343.000000,0
2017-04-21,13317.000000,13324.000000,13306.000000,13317.000000,13317.000000,0
2017-04-24,13100.000000,13316.000000,13100.000000,13105.000000,13105.000000,0
2017-04-25,13104.000000,13310.000000,13099.000000,13124.000000,13124.000000,0
2017-04-26,13296.000000,13316.000000,13268.000000,13303.000000,13303.000000,0
2017-04-27,13255.000000,13336.000000,13252.000000,13261.000000,13261.000000,0
2017-04-28,13350.000000,13356.000000,13302.000000,13351.000000,13351.000000,0
2017-05-01,13322.000000,13336.000000,13309.500000,13322.000000,13322.000000,0
2017-05-02,13331.000000,13348.000000,13292.000000,13325.000000,13325.000000,0
2017-05-03,13296.000000,13324.000000,13282.000000,13295.000000,13295.000000,0
2017-05-04,13308.000000,13336.000000,13308.000000,13304.000000,13304.000000,0
2017-05-05,13338.000000,13344.000000,13309.000000,13340.000000,13340.000000,0
2017-05-08,13312.000000,13331.000000,13294.000000,13315.000000,13315.000000,0
2017-05-09,13319.000000,13368.000000,13311.000000,13324.000000,13324.000000,0
2017-05-10,13358.000000,13374.000000,13336.500000,13359.000000,13359.000000,0
2017-05-11,13354.000000,13371.000000,13325.500000,13353.000000,13353.000000,0
2017-05-12,13312.000000,13343.000000,13311.000000,13312.000000,13312.000000,0
2017-05-15,13323.000000,13327.000000,13283.000000,13323.000000,13323.000000,0
2017-05-16,13284.000000,13306.000000,13281.000000,13285.000000,13285.000000,0
2017-05-17,13276.000000,13321.000000,13273.000000,13274.000000,13274.000000,0
2017-05-18,13318.000000,13465.000000,13304.000000,13318.000000,13318.000000,0
2017-05-19,13399.000000,13417.000000,13288.000000,13399.000000,13399.000000,0
2017-05-22,13328.000000,13328.000000,13255.000000,13328.000000,13328.000000,0
2017-05-23,13296.000000,13306.000000,13270.000000,13296.000000,13296.000000,0
2017-05-24,13296.000000,13326.000000,13285.000000,13296.000000,13296.000000,0
2017-05-25,13302.000000,13307.000000,13264.000000,13302.000000,13302.000000,0
2017-05-26,13302.000000,13310.000000,13278.000000,13302.000000,13302.000000,0
2017-05-29,13300.000000,13321.000000,13288.000000,13288.000000,13288.000000,0
2017-05-30,13315.000000,13340.000000,13295.000000,13315.000000,13315.000000,0
2017-05-31,13319.000000,13326.000000,13296.000000,13319.000000,13319.000000,0
2017-06-01,13294.000000,13317.000000,13289.500000,13294.000000,13294.000000,0
2017-06-02,13288.000000,13310.000000,13270.000000,13288.000000,13288.000000,0
2017-06-05,13304.000000,13304.000000,13273.000000,13304.000000,13304.000000,0
2017-06-06,13284.000000,13296.000000,13261.000000,13283.000000,13283.000000,0
2017-06-07,13259.000000,13313.000000,13259.000000,13259.000000,13259.000000,0
2017-06-08,13313.000000,13314.000000,13284.000000,13313.000000,13313.000000,0
2017-06-09,13293.000000,13303.000000,13280.000000,13293.000000,13293.000000,0
2017-06-12,13295.000000,13311.000000,13261.000000,13295.000000,13295.000000,0
2017-06-13,13311.000000,13318.000000,13274.000000,13314.000000,13314.000000,0
2017-06-14,13282.000000,13291.000000,13257.000000,13282.000000,13282.000000,0
2017-06-15,13266.000000,13316.000000,13259.000000,13286.000000,13286.000000,0
2017-06-16,13282.000000,13311.000000,13275.000000,13294.000000,13294.000000,0
2017-06-19,13278.000000,13309.000000,13264.000000,13277.000000,13277.000000,0
2017-06-20,13286.000000,13308.000000,13277.000000,13286.000000,13286.000000,0
2017-06-21,13286.000000,13320.000000,13283.000000,13291.000000,13291.000000,0
2017-06-22,13309.000000,13330.000000,13300.000000,13301.000000,13301.000000,0
2017-06-23,13339.000000,13341.000000,13272.000000,13341.000000,13341.000000,0
2017-06-26,13282.000000,13316.000000,13274.000000,13284.000000,13284.000000,0
2017-06-27,13298.000000,13325.000000,13279.000000,13318.000000,13318.000000,0
2017-06-28,13310.000000,13348.000000,13301.000000,13308.000000,13308.000000,0
2017-06-29,13299.000000,13335.000000,13243.000000,13296.000000,13296.000000,0
2017-06-30,13314.000000,13357.000000,13275.000000,13278.000000,13278.000000,0
2017-07-03,13297.000000,13399.500000,13297.000000,13298.000000,13298.000000,0
2017-07-04,13366.000000,13397.000000,13352.000000,13364.000000,13364.000000,0
2017-07-05,13347.000000,13396.000000,13340.000000,13351.000000,13351.000000,0
2017-07-06,13362.000000,13408.000000,13353.000000,13363.000000,13363.000000,0
2017-07-07,13381.000000,13417.000000,13369.000000,13383.000000,13383.000000,0
2017-07-10,13407.000000,13411.000000,13384.000000,13408.000000,13408.000000,0
2017-07-11,null,null,null,null,null,null
2017-07-12,13346.000000,13375.000000,13309.000000,13349.000000,13349.000000,0
2017-07-13,13363.000000,13365.000000,13324.000000,13363.000000,13363.000000,0
2017-07-14,13341.000000,13345.000000,13287.000000,13341.000000,13341.000000,0
2017-07-17,13332.000000,13332.000000,13287.000000,13332.000000,13332.000000,0
2017-07-18,13321.000000,13321.000000,13292.500000,13321.000000,13321.000000,0
2017-07-19,13302.000000,13324.000000,13287.000000,13302.000000,13302.000000,0
2017-07-20,13307.000000,13334.000000,13302.000000,13309.000000,13309.000000,0
2017-07-21,13299.000000,13329.500000,13299.000000,13303.000000,13303.000000,0
2017-07-24,13264.000000,13320.000000,13264.000000,13265.000000,13265.000000,0
2017-07-25,13316.000000,13327.000000,13302.000000,13316.000000,13316.000000,0
2017-07-26,13328.000000,13344.000000,13309.000000,13328.000000,13328.000000,0
2017-07-27,13329.000000,13335.000000,13302.000000,13329.000000,13329.000000,0
2017-07-28,13311.000000,13333.000000,13311.000000,13311.000000,13311.000000,0
2017-07-31,13320.000000,13327.000000,13314.000000,13320.000000,13320.000000,0
2017-08-01,13295.000000,13330.000000,13295.000000,13318.000000,13318.000000,0
2017-08-02,13317.000000,13337.000000,13311.500000,13317.000000,13317.000000,0
2017-08-03,13317.000000,13334.000000,13316.000000,13317.000000,13317.000000,0
2017-08-04,13319.000000,13327.000000,13299.000000,13319.000000,13319.000000,0
2017-08-07,13309.000000,13322.000000,13308.000000,13309.000000,13309.000000,0
2017-08-08,13314.000000,13321.000000,13296.000000,13315.000000,13315.000000,0
2017-08-09,13308.000000,13354.000000,13306.000000,13306.000000,13306.000000,0
2017-08-10,13326.000000,13366.000000,13326.000000,13326.000000,13326.000000,0
2017-08-11,13327.000000,13382.000000,13325.000000,13327.000000,13327.000000,0
2017-08-14,13351.000000,13358.000000,13333.000000,13351.000000,13351.000000,0
2017-08-15,13342.000000,13370.000000,13335.000000,13342.000000,13342.000000,0
2017-08-16,13354.000000,13378.000000,13354.000000,13354.000000,13354.000000,0
2017-08-17,13356.000000,13372.000000,13345.000000,13350.000000,13350.000000,0
2017-08-18,13372.000000,13372.000000,13350.000000,13372.000000,13372.000000,0
2017-08-21,13355.000000,13363.000000,13329.000000,13355.000000,13355.000000,0
2017-08-22,13343.000000,13353.000000,13323.000000,13344.000000,13344.000000,0
2017-08-23,13327.000000,13355.000000,13325.000000,13325.000000,13325.000000,0
2017-08-24,13350.000000,13355.000000,13330.000000,13351.000000,13351.000000,0
2017-08-25,13333.000000,13351.000000,13323.000000,13333.000000,13333.000000,0
2017-08-28,13339.000000,13340.000000,13321.000000,13339.000000,13339.000000,0
2017-08-29,13304.000000,13352.000000,13294.000000,13303.000000,13303.000000,0
2017-08-30,13332.000000,13351.000000,13328.000000,13333.000000,13333.000000,0
2017-08-31,13338.000000,13352.000000,13314.000000,13334.000000,13334.000000,0
2017-09-01,13321.000000,13338.000000,13298.000000,13321.000000,13321.000000,0
2017-09-04,13331.000000,13347.000000,13316.000000,13331.000000,13331.000000,0
2017-09-05,13354.000000,13356.000000,13308.000000,13353.000000,13353.000000,0
2017-09-06,13334.000000,13341.000000,13312.000000,13333.000000,13333.000000,0
2017-09-07,13333.000000,13337.000000,13280.000000,13339.000000,13339.000000,0
2017-09-08,13290.000000,13292.000000,13151.000000,13289.000000,13289.000000,0
2017-09-11,13197.000000,13197.000000,13121.000000,13197.000000,13197.000000,0
2017-09-12,13174.000000,13217.000000,13172.000000,13176.000000,13176.000000,0
2017-09-13,13209.000000,13232.000000,13191.000000,13208.000000,13208.000000,0
2017-09-14,13242.000000,13286.000000,13222.000000,13242.000000,13242.000000,0
2017-09-15,13263.000000,13265.000000,13222.000000,13262.000000,13262.000000,0
2017-09-18,13249.000000,13268.000000,13229.000000,13252.000000,13252.000000,0
