Date,Open,High,Low,Close,Adj Close,Volume
2017-09-19,13267.000000,13278.000000,13240.000000,13268.000000,13268.000000,0
2017-09-20,13262.000000,13276.000000,13254.000000,13256.000000,13256.000000,0
2017-09-21,13273.000000,13348.000000,13272.000000,13273.000000,13273.000000,0
2017-09-22,13271.000000,13336.000000,13271.000000,13273.000000,13273.000000,0
2017-09-25,13306.000000,13329.000000,13270.000000,13306.000000,13306.000000,0
2017-09-26,13319.000000,13401.000000,13319.000000,13319.000000,13319.000000,0
2017-09-27,13370.000000,13461.000000,13363.000000,13375.000000,13375.000000,0
2017-09-28,13433.000000,13566.000000,13419.000000,13433.000000,13433.000000,0
2017-09-29,13508.000000,13508.000000,13372.000000,13508.000000,13508.000000,0
2017-10-02,13465.000000,13573.000000,13405.000000,13465.000000,13465.000000,0
2017-10-03,13531.000000,13594.000000,13504.000000,13531.000000,13531.000000,0
2017-10-04,13536.000000,13536.000000,13435.000000,13536.000000,13536.000000,0
2017-10-05,13470.000000,13485.000000,13418.000000,13470.000000,13470.000000,0
2017-10-06,13457.000000,13547.000000,13435.000000,13451.000000,13451.000000,0
2017-10-09,13497.000000,13535.000000,13487.000000,13497.000000,13497.000000,0
2017-10-10,13510.000000,13516.000000,13473.000000,13510.000000,13510.000000,0
2017-10-11,13506.000000,13535.000000,13488.000000,13510.000000,13510.000000,0
2017-10-12,13510.000000,13532.000000,13485.000000,13510.000000,13510.000000,0
2017-10-13,13498.000000,13511.000000,13431.000000,13498.000000,13498.000000,0
2017-10-16,13492.000000,13492.000000,13452.000000,13492.000000,13492.000000,0
2017-10-17,13476.000000,13509.500000,13475.000000,13476.000000,13476.000000,0
2017-10-18,13494.000000,13524.000000,13438.000000,13495.000000,13495.000000,0
2017-10-19,13508.000000,13530.000000,13494.000000,13510.000000,13510.000000,0
2017-10-20,13489.000000,13530.000000,13486.000000,13490.000000,13490.000000,0
2017-10-23,13516.000000,13537.000000,13516.000000,13516.000000,13516.000000,0
2017-10-24,13530.000000,13584.000000,13514.000000,13535.000000,13535.000000,0
2017-10-25,13526.000000,13584.000000,13524.000000,13525.000000,13525.000000,0
2017-10-26,13571.000000,13621.000000,13540.000000,13572.000000,13572.000000,0
2017-10-27,13643.000000,13647.000000,13594.000000,13643.000000,13643.000000,0
2017-10-30,13588.000000,13610.000000,13553.000000,13588.000000,13588.000000,0
2017-10-31,13575.000000,13577.000000,13537.000000,13574.000000,13574.000000,0
2017-11-01,13552.000000,13595.000000,13537.000000,13554.000000,13554.000000,0
2017-11-02,13551.000000,13572.000000,13506.000000,13553.000000,13553.000000,0
2017-11-03,13540.000000,13547.000000,13453.000000,13543.000000,13543.000000,0
2017-11-06,13480.000000,13536.000000,13480.000000,13480.000000,13480.000000,0
2017-11-07,13484.000000,13540.000000,13479.000000,13483.000000,13483.000000,0
2017-11-08,13515.000000,13533.000000,13487.000000,13514.000000,13514.000000,0
2017-11-09,13497.000000,13531.000000,13497.000000,13503.000000,13503.000000,0
2017-11-10,13508.000000,13569.000000,13504.000000,13527.000000,13527.000000,0
2017-11-13,13511.000000,13565.000000,13511.000000,13512.000000,13512.000000,0
2017-11-14,13549.000000,13556.000000,13520.000000,13553.000000,13553.000000,0
2017-11-15,13545.000000,13551.000000,13508.000000,13545.000000,13545.000000,0
2017-11-16,null,null,null,null,null,null
2017-11-17,13509.000000,13528.000000,13485.000000,13514.000000,13514.000000,0
2017-11-20,13508.000000,13535.000000,13508.000000,13508.000000,13508.000000,0
2017-11-21,13524.000000,13546.000000,13498.000000,13525.000000,13525.000000,0
2017-11-22,13513.000000,13524.000000,13480.000000,13519.000000,13519.000000,0
2017-11-23,13489.000000,13521.000000,13472.000000,13491.000000,13491.000000,0
2017-11-24,13483.000000,13514.500000,13473.000000,13489.000000,13489.000000,0
2017-11-27,13498.000000,13524.000000,13488.000000,13498.000000,13498.000000,0
2017-11-28,13510.000000,13528.000000,13488.500000,13511.000000,13511.000000,0
2017-11-29,13499.000000,13515.000000,13485.500000,13500.000000,13500.000000,0
2017-11-30,13499.000000,13541.000000,13497.000000,13504.000000,13504.000000,0
2017-12-01,13541.000000,13542.000000,13508.000000,13541.000000,13541.000000,0
2017-12-04,13569.000000,13569.000000,13493.000000,13560.000000,13560.000000,0
2017-12-05,13495.000000,13532.000000,13491.000000,13494.000000,13494.000000,0
2017-12-06,13514.000000,13552.000000,13500.000000,13513.000000,13513.000000,0
2017-12-07,13537.000000,13556.000000,13532.000000,13534.000000,13534.000000,0
2017-12-08,13556.000000,13558.000000,13534.000000,13553.000000,13553.000000,0
2017-12-11,13505.000000,13563.000000,13480.000000,13507.000000,13507.000000,0
2017-12-12,13557.000000,13619.000000,13541.000000,13552.000000,13552.000000,0
2017-12-13,13551.000000,13601.000000,13531.000000,13551.000000,13551.000000,0
2017-12-14,13541.000000,13594.000000,13539.000000,13540.000000,13540.000000,0
2017-12-15,13554.000000,13579.000000,13552.000000,13554.000000,13554.000000,0
2017-12-18,13568.000000,13602.000000,13568.000000,13568.000000,13568.000000,0
2017-12-19,13569.000000,13589.000000,13562.000000,13580.000000,13580.000000,0
2017-12-20,13576.000000,13578.000000,13560.000000,13575.000000,13575.000000,0
2017-12-21,13573.000000,13574.000000,13532.000000,13573.000000,13573.000000,0
2017-12-22,13565.000000,13575.000000,13541.000000,13562.000000,13562.000000,0
2017-12-25,13550.000000,13559.000000,13517.000000,13551.000000,13551.000000,0
2017-12-26,13533.000000,13562.000000,13532.000000,13532.000000,13532.000000,0
2017-12-27,13551.000000,13561.000000,13531.000000,13552.000000,13552.000000,0
2017-12-28,13558.000000,13559.000000,13518.000000,13558.000000,13558.000000,0
2017-12-29,13562.000000,13568.000000,13506.000000,13558.000000,13558.000000,0
2018-01-01,13542.000000,13547.000000,13527.000000,13542.000000,13542.000000,0
2018-01-02,13556.000000,13557.000000,13467.000000,13550.000000,13550.000000,0
2018-01-03,13496.000000,13506.000000,13422.000000,13496.000000,13496.000000,0
2018-01-04,13472.000000,13478.000000,13405.000000,13468.000000,13468.000000,0
2018-01-05,13414.000000,13427.000000,13384.000000,13415.000000,13415.000000,0
2018-01-08,13428.000000,13509.000000,13378.000000,13427.000000,13427.000000,0
2018-01-09,13431.000000,13443.000000,13405.000000,13427.000000,13427.000000,0
2018-01-10,13429.000000,13455.000000,13413.000000,13430.000000,13430.000000,0
2018-01-11,13441.000000,13441.000000,13338.000000,13441.000000,13441.000000,0
2018-01-12,13393.000000,13395.000000,13315.000000,13393.000000,13393.000000,0
2018-01-15,13272.000000,13343.000000,13265.000000,13295.000000,13295.000000,0
2018-01-16,13305.000000,13341.000000,13304.000000,13305.000000,13305.000000,0
2018-01-17,13306.000000,13366.000000,13304.000000,13306.000000,13306.000000,0
2018-01-18,13335.000000,13371.000000,13328.000000,13336.000000,13336.000000,0
2018-01-19,13337.000000,13344.000000,13277.000000,13334.000000,13334.000000,0
2018-01-22,13332.000000,13354.000000,13317.000000,13325.000000,13325.000000,0
2018-01-23,13339.000000,13352.000000,13299.000000,13342.000000,13342.000000,0
2018-01-24,13336.000000,13336.000000,13290.000000,13336.000000,13336.000000,0
2018-01-25,13297.000000,13303.000000,13256.000000,13298.000000,13298.000000,0
2018-01-26,13300.000000,13325.000000,13285.000000,13299.000000,13299.000000,0
2018-01-29,13296.000000,13404.000000,13290.000000,13296.000000,13296.000000,0
2018-01-30,13366.000000,13437.000000,13360.000000,13367.000000,13367.000000,0
2018-01-31,13420.000000,13426.000000,13359.000000,13421.000000,13421.000000,0
2018-02-01,13384.000000,13434.000000,13378.000000,13383.000000,13383.000000,0
2018-02-02,13387.000000,13507.000000,13385.000000,13386.000000,13386.000000,0
2018-02-05,13445.000000,13512.000000,13445.000000,13411.000000,13411.000000,0
2018-02-06,13565.000000,13614.000000,13520.000000,13564.000000,13564.000000,0
2018-02-07,13544.000000,13570.000000,13517.000000,13544.000000,13544.000000,0
2018-02-08,13641.000000,13682.000000,13566.000000,13641.000000,13641.000000,0
2018-02-09,13598.000000,13666.000000,13598.000000,13598.000000,13598.000000,0
2018-02-12,13611.000000,13648.000000,13593.000000,13610.000000,13610.000000,0
2018-02-13,13643.000000,13655.000000,13618.000000,13643.000000,13643.000000,0
2018-02-14,13632.000000,13679.500000,13598.000000,13640.000000,13640.000000,0
2018-02-15,13622.000000,13622.000000,13510.000000,13622.000000,13622.000000,0
2018-02-16,13552.000000,13557.000000,13489.000000,13552.000000,13552.000000,0
2018-02-19,13552.000000,13564.000000,13525.000000,13552.000000,13552.000000,0
2018-02-20,13554.000000,13632.000000,13535.000000,13554.000000,13554.000000,0
2018-02-21,13608.000000,13616.000000,13562.000000,13608.000000,13608.000000,0
2018-02-22,13620.000000,13705.000000,13608.000000,13612.000000,13612.000000,0
2018-02-23,13668.000000,13687.000000,13649.000000,13676.000000,13676.000000,0
2018-02-26,13686.000000,13704.000000,13642.000000,13652.000000,13652.000000,0
2018-02-27,13655.000000,13701.500000,13639.000000,13651.000000,13651.000000,0
2018-02-28,13681.000000,13766.000000,13675.000000,13694.000000,13694.000000,0
2018-03-01,13757.000000,13808.000000,13743.000000,13756.000000,13756.000000,0
2018-03-02,13782.000000,13787.000000,13723.000000,13741.000000,13741.000000,0
2018-03-05,13751.000000,13777.000000,13731.000000,13751.000000,13751.000000,0
2018-03-06,13736.000000,13783.000000,13696.000000,13737.000000,13737.000000,0
2018-03-07,13718.000000,13777.000000,13718.000000,13759.000000,13759.000000,0
2018-03-08,13742.000000,13822.000000,13740.000000,13745.000000,13745.000000,0
2018-03-09,13786.000000,13813.000000,13732.500000,13786.000000,13786.000000,0
2018-03-12,13772.000000,13776.000000,13741.000000,13772.000000,13772.000000,0
2018-03-13,13751.000000,13765.000000,13702.000000,13755.000000,13755.000000,0
2018-03-14,13732.000000,13759.000000,13717.500000,13740.000000,13740.000000,0
2018-03-15,13708.000000,13773.000000,13708.000000,13725.000000,13725.000000,0
2018-03-16,13759.000000,13770.000000,13734.000000,13758.000000,13758.000000,0
2018-03-19,13750.000000,13775.000000,13740.000000,13748.000000,13748.000000,0
2018-03-20,13779.000000,13779.000000,13732.000000,13771.000000,13771.000000,0
2018-03-21,13744.000000,13765.000000,13738.000000,13743.000000,13743.000000,0
2018-03-22,13728.000000,13783.000000,13673.000000,13705.000000,13705.000000,0
2018-03-23,13764.000000,13810.000000,13748.000000,13754.000000,13754.000000,0
2018-03-26,13758.000000,13800.000000,13708.000000,13762.000000,13762.000000,0
2018-03-27,13706.000000,13746.000000,13689.000000,13718.000000,13718.000000,0
2018-03-28,13727.000000,13761.000000,13712.000000,13740.000000,13740.000000,0
2018-03-29,13751.000000,13770.000000,13720.500000,13756.000000,13756.000000,0
2018-03-30,13770.000000,13770.000000,13715.000000,13757.000000,13757.000000,0
2018-04-02,13786.000000,13786.000000,13721.500000,13768.000000,13768.000000,0
2018-04-03,13753.000000,13774.000000,13727.000000,13748.000000,13748.000000,0
2018-04-04,13741.000000,13781.000000,13735.000000,13741.000000,13741.000000,0
2018-04-05,13755.000000,13792.500000,13750.000000,13751.000000,13751.000000,0
2018-04-06,13777.000000,13785.400391,13759.799805,13760.000000,13760.000000,0
2018-04-09,13763.000000,13787.000000,13749.000000,13763.000000,13763.000000,0
2018-04-10,13774.500000,13774.500000,13733.000000,13768.000000,13768.000000,0
2018-04-11,13742.099609,13766.500000,13736.000000,13742.099609,13742.099609,0
2018-04-12,13753.500000,13780.500000,13750.000000,13753.500000,13753.500000,0
2018-04-13,13766.000000,13776.500000,13739.000000,13767.000000,13767.000000,0
2018-04-16,13731.000000,13783.799805,13731.000000,13733.000000,13733.000000,0
2018-04-17,13770.000000,13778.900391,13756.000000,13766.000000,13766.000000,0
2018-04-18,13766.000000,13775.500000,13751.000000,13757.000000,13757.000000,0
2018-04-19,13760.000000,13838.000000,13747.000000,13769.000000,13769.000000,0
2018-04-20,13823.500000,13950.500000,13790.000000,13800.000000,13800.000000,0
2018-04-23,13902.000000,13986.000000,13885.799805,13899.000000,13899.000000,0
2018-04-24,13967.099609,13983.700195,13848.500000,13961.000000,13961.000000,0
2018-04-25,13865.000000,13947.599609,13856.000000,13872.000000,13872.000000,0
2018-04-26,13913.000000,13946.000000,13842.000000,13919.000000,13919.000000,0
2018-04-27,13940.000000,13940.000000,13838.000000,13879.000000,13879.000000,0
2018-04-30,13865.000000,13922.000000,13837.000000,13870.000000,13870.000000,0
2018-05-01,13915.500000,13989.000000,13901.000000,13901.000000,13901.000000,0
2018-05-02,13982.500000,13995.700195,13926.099609,13982.299805,13982.299805,0
2018-05-03,14002.500000,14061.000000,13896.500000,14002.299805,14002.299805,0
2018-05-04,13934.500000,13985.299805,13921.500000,13931.000000,13931.000000,0
2018-05-07,13933.000000,14046.900391,13933.000000,13933.000000,13933.000000,0
2018-05-08,14268.500000,14268.500000,13983.000000,14268.500000,14268.500000,0
2018-05-09,14067.099609,14124.900391,14016.799805,14264.099609,14264.099609,0
2018-05-10,14073.000000,14173.500000,13982.299805,14073.000000,14073.000000,0
2018-05-11,14110.000000,14110.000000,13899.500000,14073.000000,14073.000000,0
2018-05-14,13943.000000,14065.000000,13923.299805,13943.000000,13943.000000,0
2018-05-15,13988.000000,14130.299805,13963.000000,13963.000000,13963.000000,0
2018-05-16,14030.000000,14120.500000,14016.500000,14030.000000,14030.000000,0
